,Unnamed: 0,Author,Description,ReviewRating,Country,Review_Date,AirCraft,Seat_Type,Route,Date_flown,Type_of_traveller,Seat_Comfort,Cabin_staff_service,Ground_Service,Value_For_Money,Recommended,Food_And_Bevarages,Inflight_Entertainment,Wifi_and_Connectivity
1625,1625,"['', 'S Marichev']","""BA is just a budget airline""",1,United Kingdom,16th July 2017,A321,Economy Class,London to Sofia,June 2017,Couple Leisure,1.0,1.0,3.0,1,no,1.0,,
1626,1626,"['', 'E Smyth']","""Food selection mediocre""",5,United Kingdom,16th July 2017,Boeing 777-200,Business Class,Mauritius to Gatwick,July 2017,Family Leisure,3.0,3.0,3.0,3,yes,3.0,3.0,
1627,1627,"['', '11 reviews', '', '', '', 'B Simpson']","""other carriers must be laughing""",1,United Kingdom,16th July 2017,Boeing 747,Business Class,New York JFK to London Heathrow,July 2017,Business,1.0,1.0,2.0,1,no,1.0,1.0,
1628,1628,"['', 'R Sanyal']","""on time and safely at that""",5,United States,16th July 2017,A320,Economy Class,Athens to London Heathrow,July 2017,Business,3.0,2.0,3.0,3,yes,1.0,1.0,
1629,1629,"['', 'A Shuman']","""never going to choose BA again""",1,United Kingdom,14th July 2017,,Economy Class,Venice to Gatwick,July 2017,Couple Leisure,3.0,1.0,1.0,1,no,,,
1630,1630,"['', 'D Gordon']","""won't be flying BA again""",3,United Kingdom,12th July 2017,,Economy Class,New York JFK to Manchester via Heathrow,February 2017,Couple Leisure,1.0,2.0,1.0,2,no,2.0,3.0,
1631,1631,"['', 'Henry Loughlin']","""crew are still doing a great job""",9,United States,12th July 2017,Boeing 747-400,Economy Class,London to Boston,April 2017,Solo Leisure,4.0,5.0,4.0,5,yes,5.0,4.0,
1632,1632,"['', 'W Mierden']","""am soon likely to hate it""",2,United Kingdom,10th July 2017,,Business Class,Naples to Gatwick,July 2017,Couple Leisure,4.0,3.0,3.0,2,no,4.0,,
1633,1633,"['', '1 reviews', '', '', '', 'L Rowe']","""angry and dissatisfied customer""",1,United Kingdom,10th July 2017,Boeing 777,Business Class,Toronto to London Heathrow,June 2017,Business,1.0,4.0,3.0,1,no,1.0,2.0,
1634,1634,"['', 'B Daliana']","""on a par with Ryanair""",3,United Kingdom,10th July 2017,,Economy Class,London to Montreal,June 2017,Solo Leisure,2.0,2.0,3.0,2,no,1.0,1.0,
1635,1635,"['', 'C Rankin']","""crew doing an excellent job""",8,United Kingdom,10th July 2017,A320,Business Class,Newcastle to Geneva via London,July 2017,Couple Leisure,4.0,5.0,3.0,4,yes,4.0,,
1636,1636,"['', '3 reviews', '', '', '', 'S Sigurdursson']","""experience has certainly changed""",8,Iceland,9th July 2017,A320,Economy Class,London to Keflavik,June 2017,Couple Leisure,4.0,5.0,5.0,4,yes,5.0,,
1637,1637,"['', 'J Dallen']","""really pleasant experience""",8,United Kingdom,9th July 2017,Boeing 777,Economy Class,London to Tokyo,July 2017,Solo Leisure,4.0,5.0,5.0,5,yes,5.0,4.0,
1638,1638,"['', 'K Sawyer']","""see the decline in quality from BA""",4,United Kingdom,8th July 2017,Boeing 777,Economy Class,Gatwick to Mauritius,June 2017,Couple Leisure,1.0,3.0,3.0,3,no,1.0,4.0,
1639,1639,"['', 'John Keeler']","""declined due to cost cutting""",5,Spain,7th July 2017,Boeing 777 / A320,Premium Economy,Boston to Barcelona via London,July 2017,Couple Leisure,1.0,1.0,2.0,2,no,,2.0,
1640,1640,"['', 'E Smyth']","""pre-selected seats retained""",6,United Kingdom,6th July 2017,Boeing 777-200,Business Class,Gatwick to Mauritius ,July 2017,Family Leisure,3.0,3.0,4.0,3,yes,3.0,2.0,
1641,1641,"['', 'Neil Baines']","""turn it into a budget airline""",2,United Kingdom,6th July 2017,Boeing 767,Economy Class,London Heathrow to Larnaca,June 2017,Family Leisure,2.0,1.0,4.0,3,no,1.0,1.0,1.0
1642,1642,"['', 'S Garton']","""recommend to avoid flying with BA""",2,United Kingdom,5th July 2017,,Premium Economy,London to Hong Kong,June 2017,Business,2.0,2.0,3.0,2,no,2.0,2.0,
1643,1643,"['', 'John Wallace']","""serious need of a makeover""",1,United Kingdom,5th July 2017,,Economy Class,Belfast to Munich via Heathrow,July 2017,Solo Leisure,3.0,4.0,1.0,1,no,,,
1644,1644,"['', 'Alan Thompson']","""using a Qatar Airways plane""",7,United Kingdom,5th July 2017,A320,Economy Class,London Heathrow to Tallinn,July 2017,Couple Leisure,4.0,5.0,3.0,4,yes,4.0,,
1645,1645,"['', 'Alberto Ruiz']","""living in the past century""",1,Spain,5th July 2017,,Economy Class,London to Barcelona,July 2017,Couple Leisure,3.0,2.0,1.0,1,no,1.0,1.0,1.0
1646,1646,"['', 'D Graham']","""a most unpleasant flight""",2,United Kingdom,4th July 2017,,Economy Class,Dubrovnik to Gatwick,June 2017,Solo Leisure,1.0,1.0,1.0,1,no,1.0,,
1647,1647,"['', '3 reviews', '', '', '', 'S Teuget']","""on par with EasyJet""",5,United Kingdom,4th July 2017,Boeing 767,Economy Class,Stockholm to London Heathrow,July 2017,Couple Leisure,2.0,3.0,1.0,2,no,,,
1648,1648,"['', 'S Graham']","""recommend taking own food""",2,United Kingdom,4th July 2017,,Economy Class,London to Dubrovnik,June 2017,Solo Leisure,1.0,1.0,1.0,1,no,1.0,,
1649,1649,"['', '11 reviews', '', '', '', 'B Saunders']","""Nothing special or memorable""",2,United Kingdom,4th July 2017,Boeing 747-400,Business Class,Accra to London Heathrow,July 2017,Business,1.0,1.0,2.0,1,no,1.0,1.0,
1650,1650,"['', '3 reviews', '', '', '', 'S Teuget']","""akin to a low cost carrier""",5,United Kingdom,3rd July 2017,A321,Economy Class,London Heathrow to Stockholm,June 2017,Couple Leisure,2.0,3.0,3.0,3,no,,,
1651,1651,"['', 'Peter Olbison']","""BA need to do better""",6,United Kingdom,3rd July 2017,,Economy Class,Malta to Gatwick,May 2017,Couple Leisure,3.0,1.0,4.0,2,yes,1.0,,
1652,1652,"['', 'D Wardan']","""Absolutely disgraceful""",1,Australia,1st July 2017,,Economy Class,London to Zagreb,June 2017,Couple Leisure,,,1.0,1,no,,,
1653,1653,"['', 'M Axford']","""They are truly incompetent""",1,United Kingdom,1st July 2017,,Economy Class,Manchester to Philadelphia,June 2017,Couple Leisure,2.0,1.0,2.0,1,no,1.0,2.0,
1654,1654,"['', 'Timothy Farr']","""attentive and good natured""",10,United Kingdom,30th June 2017,Boeing 787-9,First Class,Kuala Lumpur to London,June 2017,Couple Leisure,5.0,5.0,5.0,5,yes,5.0,5.0,
1655,1655,"['', 'Piers Croke']","""Baggage had not been loaded""",2,United Kingdom,30th June 2017,,Economy Class,Frankfurt to London Heathrow,June 2017,Business,2.0,2.0,1.0,1,no,,,
1656,1656,"['', '11 reviews', '', '', '', 'B Samson']","""Club World is now very tired and worn""",1,Ghana,30th June 2017,Boeing 747,Business Class,Heathrow to Accra,June 2017,Business,1.0,2.0,1.0,1,no,1.0,1.0,
1657,1657,"['', 'D Harben']","""airline is a national disgrace""",1,United Kingdom,29th June 2017,,Business Class,London Heathrow to Seattle,June 2017,Couple Leisure,,,1.0,3,no,,,
1658,1658,"['', 'R Jarvis']","""they are failing dismally""",1,United Kingdom,29th June 2017,A320,Economy Class,Mykonos to London,June 2017,Solo Leisure,3.0,1.0,3.0,1,no,1.0,,
1659,1659,"['', 'G Stratton']","""I will no longer pick BA""",2,United Kingdom,29th June 2017,,Economy Class,Zurich to London Heathrow,June 2017,Couple Leisure,1.0,1.0,4.0,1,no,1.0,,
1660,1660,"['', 'Edward Smith']","""BA has lost the plot""",1,United Kingdom,28th June 2017,Boeing 767,Economy Class,Rome to Heathrow,June 2017,Couple Leisure,2.0,2.0,1.0,1,no,1.0,,
1661,1661,"['', 'M Hart']","""BA are going backwards""",3,United Kingdom,27th June 2017,Boeing 787,Business Class,Chennai to London,November 2016,Couple Leisure,2.0,2.0,2.0,2,no,3.0,4.0,
1662,1662,"['', '41 reviews', '', '', '', 'R Young']","""Leg room was atrocious"" ",4,Australia,27th June 2017,A321,Business Class,London Gatwick to Genoa,June 2017,Couple Leisure,1.0,4.0,4.0,2,no,1.0,,
1663,1663,"['', '11 reviews', '', '', '', 'B Saunders']","""now providing a very inferior product""",2,Ghana,27th June 2017,Boeing 777,Business Class,Beijing to London Heathrow,June 2017,Business,1.0,2.0,2.0,2,no,1.0,1.0,
1664,1664,"['', 'Kevin Edgar']","""BA please admit your mistake""",5,United Kingdom,26th June 2017,,Economy Class,Corfu to London,June 2017,Couple Leisure,4.0,1.0,3.0,1,no,1.0,,
1665,1665,"['', 'Melanie Marsh']","""such bad customer service""",1,United Kingdom,25th June 2017,,Economy Class,Heathrow to Santorini,May 2017,Couple Leisure,1.0,1.0,1.0,1,no,,,
1666,1666,"['', 'Kenneth Howie']","""has been hit by cost savings""",8,South Africa,24th June 2017,A319 / A380 / Boeing 737,Premium Economy,Leeds to Durban via London / Johannesburg,June 2017,Couple Leisure,4.0,4.0,4.0,4,yes,4.0,4.0,
1667,1667,"['', 'C Barnham']","""such a miserly product""",7,United Kingdom,23rd June 2017,,Economy Class,London Heathrow to Dublin,June 2017,Solo Leisure,5.0,5.0,1.0,2,yes,3.0,,
1668,1668,"['', 'T Donovan']","""time to pull up its socks""",4,Laos,23rd June 2017,,Premium Economy,Bangkok to Luxembourg via London,June 2017,Business,1.0,3.0,1.0,3,no,3.0,1.0,
1669,1669,"['', 'C Rankin']","""lack of honesty and transparency""",1,United States,23rd June 2017,A319,Economy Class,London Heathrow to Paris Orly,June 2017,Business,2.0,2.0,1.0,1,no,,,
1670,1670,"['', 'C Armstrong']","""inadequate for the money paid""",1,United States,22nd June 2017,,Premium Economy,New York JFK to Copenhagen via Heathrow,June 2017,Solo Leisure,1.0,2.0,1.0,1,no,1.0,2.0,
1671,1671,"['', 'H Jackson']","""They should be ashamed of themselves""",1,United Kingdom,21st June 2017,,Economy Class,London to Hamburg,May 2017,Business,1.0,1.0,1.0,1,no,1.0,1.0,
1672,1672,"['', 'W Charles']","""I cannot recommend this cabin""",3,United Kingdom,20th June 2017,A380-800,Premium Economy,Singapore to London Heathrow,June 2017,Solo Leisure,3.0,2.0,4.0,1,no,2.0,4.0,
1673,1673,"['', 'H Jackson']","""I am very disappointed""",2,United Kingdom,20th June 2017,,Business Class,Singapore to London,June 2017,Business,1.0,1.0,1.0,1,no,1.0,2.0,
1674,1674,"['', 'Mike Palmer']","""whether I continue my loyalty""",7,Canada,19th June 2017,Boeing 777-200,Premium Economy,Toronto to London,May 2017,Solo Leisure,3.0,3.0,5.0,3,no,3.0,2.0,
1675,1675,"['', 'R Gregory']","""stupidity, bad management and poor service""",1,France,18th June 2017,A320,Economy Class,Dublin to Marseille via London,June 2017,Business,1.0,1.0,1.0,1,no,1.0,1.0,1.0
1676,1676,"['', '18 reviews', '', '', '', 'B Stauffer']","""crews very young, unprofessional""",2,South Africa,17th June 2017,A380,Premium Economy,Johannesburg to London,June 2017,Business,4.0,1.0,4.0,2,no,1.0,5.0,
1677,1677,"['', '44 reviews', '', '', '', 'John Rolfe']","""Boarding was a disaster""",5,United Kingdom,16th June 2017,A319,Business Class,Valencia to London Gatwick,June 2017,Couple Leisure,4.0,5.0,1.0,4,no,3.0,,
1678,1678,"['', '27 reviews', '', '', '', 'Craig Cutts']","""possibly my last BA flights""",2,United Kingdom,16th June 2017,A320 / Boeing 767,Business Class,London to Edinburgh,June 2017,Business,2.0,2.0,3.0,2,no,1.0,,
1679,1679,"['', '44 reviews', '', '', '', 'John Rolfe']","""Meal service surprisingly good""",8,United Kingdom,16th June 2017,A319,Business Class,London Gatwick to Valencia,June 2017,Couple Leisure,4.0,5.0,4.0,4,yes,4.0,,
1680,1680,"['', 'Francesco Bosio']","""service by a low-cost airline""",6,Italy,15th June 2017,,Economy Class,Brussels to Rome via London,June 2017,Solo Leisure,2.0,1.0,3.0,4,yes,,,
1681,1681,"['', 'M Williams']","""cost cutting beyond belief""",1,United Kingdom,15th June 2017,Boeing 777-200,Premium Economy,Antigua to Gatwick,June 2017,Couple Leisure,1.0,1.0,1.0,1,yes,1.0,1.0,
1682,1682,"['', 'John Drennan']","""third world experience""",3,United Kingdom,13th June 2017,Boeing 767,Business Class,London Heathrow to Madrid,June 2017,Solo Leisure,2.0,1.0,4.0,2,no,1.0,,
1683,1683,"['', 'Jay Gallup']","""the same price as normal""",8,United Kingdom,13th June 2017,A319,Business Class,Gatwick to Alicante,June 2017,Family Leisure,3.0,5.0,5.0,5,yes,4.0,,
1684,1684,"['', 'M Williams']","""decline across all classes""",1,United Kingdom,13th June 2017,Boeing 777-200,Economy Class,Gatwick to Antigua,June 2017,Couple Leisure,1.0,2.0,2.0,2,no,1.0,1.0,
1685,1685,"['', 'P Reardon']","""a bare-bones airline""",1,United Kingdom,13th June 2017,E190,Business Class,London City to Milan,June 2017,Business,2.0,4.0,2.0,1,no,1.0,1.0,
1686,1686,"['', 'R Burry']","""very little care of customers""",1,Switzerland,13th June 2017,Boeing 747 & A319,Premium Economy,Boston to Geneva via Heathrow,June 2017,Couple Leisure,2.0,4.0,1.0,2,no,2.0,3.0,
1687,1687,"['', 'M Williams']","""BA has gone downhill""",1,United Kingdom,12th June 2017,A320,Economy Class,Gatwick to Bordeaux,January 2017,Couple Leisure,1.0,2.0,1.0,1,yes,1.0,,
1688,1688,"['', 'R Drew']","""a low cost experience""",1,United Kingdom,12th June 2017,Boeing 747-400,Premium Economy,London to Boston,June 2017,Business,1.0,3.0,1.0,1,no,1.0,1.0,1.0
1689,1689,"['', '23 reviews', '', '', '', 'Greg Penola']","""like a low cost carrier""",3,Turkey,12th June 2017,A320,Economy Class,Istanbul to London,May 2017,Family Leisure,1.0,2.0,3.0,3,no,2.0,,
1690,1690,"['', 'S Harvan']","""Terrible customer service""",1,United Kingdom,12th June 2017,,Business Class,London to Mumbai,June 2017,Business,,,1.0,1,no,,,
1691,1691,"['', '1 reviews', '', '', '', 'B Foster']","""BA is going in the wrong direction""",1,United Kingdom,11th June 2017,,Business Class,Dusseldorf to London City,June 2017,Business,1.0,1.0,2.0,1,no,,,
1692,1692,"['', 'M Spencer']","""a much lower standard than other airlines""",3,Australia,10th June 2017,A380,Premium Economy,London Heathrow to Sydney via Singapore,April 2017,Couple Leisure,2.0,2.0,2.0,1,no,2.0,3.0,
1693,1693,"['', 'W Cooper']","""it's not really premium economy""",6,United Kingdom,10th June 2017,Boeing 777-300,Premium Economy,London Heathrow to Hong Kong,June 2017,Solo Leisure,4.0,4.0,5.0,2,yes,4.0,4.0,
1694,1694,"['', 'T Palmer']","""BA now gone to the dogs""",1,United Kingdom,9th June 2017,Boeing 747,First Class,London to Dubai,May 2017,Family Leisure,3.0,5.0,1.0,1,no,2.0,2.0,
1695,1695,"['', '9 reviews', '', '', '', 'Neil Solomons']","""one of the worst airlines""",3,Canada,8th June 2017,A380,Business Class,London to Vancouver,June 2017,Business,2.0,1.0,4.0,1,no,1.0,3.0,
1696,1696,"['', 'M Simpson']","""Overall not recommended""",3,United Kingdom,8th June 2017,Boeing 787-9,Premium Economy,Tokyo to London Heathrow,June 2017,Couple Leisure,3.0,1.0,3.0,2,no,1.0,4.0,
1697,1697,"['', 'A Evans']","""have become a long haul Ryanair""",1,United Kingdom,8th June 2017,Boeing 747,Economy Class,Heathrow to Miami,June 2017,Family Leisure,1.0,2.0,3.0,2,no,1.0,1.0,
1698,1698,"['', 'Kathleen Kirby']","""crew on both flights friendly and efficient""",9,United Kingdom,8th June 2017,A19,Economy Class,London Heathrow to Brussels,June 2017,Couple Leisure,4.0,4.0,5.0,4,yes,,,
1699,1699,"['', 'A Marham']","""from bad to worse""",1,United Kingdom,7th June 2017,,Economy Class,London Heathrow to Lisbon,June 2017,Business,2.0,3.0,1.0,1,no,1.0,,
1700,1700,"['', 'Lucye Deacon']","""BA is going to the dogs""",3,United Kingdom,7th June 2017,Boeing 777,Business Class,Lima to London Gatwick,May 2017,Couple Leisure,3.0,1.0,3.0,1,no,2.0,2.0,
1701,1701,"['', 'W Leeson']","""service on BA really is terrible""",1,United Kingdom,7th June 2017,A380-800,Economy Class,London to Johannesburg,June 2017,Couple Leisure,1.0,1.0,1.0,1,no,2.0,5.0,
1702,1702,"['', 'Vincent Borlaug']","""I'm sticking with them""",10,United States,7th June 2017,Boeing 747-400 / A320,Premium Economy,Washington to Sofia via London,May 2017,Solo Leisure,5.0,5.0,5.0,5,yes,5.0,,
1703,1703,"['', 'J Rose']","""are not a 4 star airline""",2,United Kingdom,6th June 2017,,Economy Class,Edinburgh to Rome via Heathrow,June 2017,Couple Leisure,2.0,1.0,1.0,1,no,,,
1704,1704,"['', 'G Buss']","""deteriorating service recently""",1,United Kingdom,6th June 2017,Boeing 767,Business Class,Rome to London Heathrow,May 2017,Couple Leisure,1.0,1.0,1.0,1,no,1.0,,
1705,1705,"['', 'V Graham']","""a total disappointment""",2,United States,5th June 2017,,Economy Class,Tampa to Tirana via Gatwick,April 2017,Business,2.0,3.0,3.0,2,no,1.0,1.0,1.0
1706,1706,"['', 'D Logan']","""this service is a joke""",1,United Kingdom,5th June 2017,Boeing 747-400,Business Class,Chicago to London Heathrow,May 2017,Business,1.0,1.0,1.0,1,no,1.0,4.0,1.0
1707,1707,"['', 'D Howell']","""won the race to the bottom""",1,United Kingdom,4th June 2017,A321,Economy Class,Gatwick to Funchal,May 2017,Couple Leisure,1.0,2.0,3.0,1,no,,,
1708,1708,"['', 'Colin Boakes']","""very evident cost cutting""",1,United Kingdom,2nd June 2017,Boeing 787-9,First Class,London Heathrow to Tokyo Narita,May 2017,Couple Leisure,4.0,2.0,5.0,1,no,1.0,3.0,
1709,1709,"['', '1 reviews', '', '', '', 'S Johnson']","""Absolute Cheapskates""",2,United Kingdom,1st June 2017,A320,Business Class,Luxembourg to London,May 2017,Couple Leisure,2.0,3.0,3.0,2,no,1.0,1.0,1.0
1710,1710,"['', 'L Rennie']","""BA insisted I only had one bag allowance """,1,United Kingdom,1st June 2017,,Premium Economy,Geneva to Dallas via Heathrow,May 2017,Business,2.0,3.0,1.0,1,no,,,
1711,1711,"['', 'D Lewis']","""magic of our national carrier has gone""",3,United Kingdom,30th May 2017,A319,Economy Class,Heathrow to Bergen,May 2017,Family Leisure,3.0,2.0,2.0,1,no,1.0,1.0,1.0
1712,1712,"['', 'Craig Cain']","""wasn't worth the hassle for me""",3,United Kingdom,30th May 2017,Boeing 787-8,Business Class,Seoul to London,May 2017,Business,4.0,5.0,3.0,3,no,4.0,3.0,
1713,1713,"['', 'A Breceita']","""worst customer service""",4,United States,30th May 2017,,Business Class,Los Angeles to London,May 2017,Business,3.0,1.0,3.0,3,no,2.0,4.0,1.0
1714,1714,"['', 'J Hanson']","""Cheapskate airline now""",2,United Kingdom,30th May 2017,,Economy Class,London Heathrow to Geneva,May 2017,Solo Leisure,2.0,5.0,1.0,1,no,,,
1715,1715,"['', 'R Warren']","""business class is very cramped""",6,United Kingdom,29th May 2017,Boeing 777,Business Class,Gatwick to Lima,April 2017,Couple Leisure,4.0,4.0,3.0,4,yes,4.0,2.0,
1716,1716,"['', 'Clive Norman']","""no more than a budget carrier""",5,United Kingdom,29th May 2017,A320,Business Class,London Heathrow to Santorini,May 2017,Business,1.0,2.0,2.0,1,no,1.0,,
1717,1717,"['', 'L Denham']","""cost cutting may back fire""",2,United Kingdom,29th May 2017,A320,Economy Class,London Heathrow to Bilbao,April 2017,Solo Leisure,3.0,3.0,4.0,2,no,,,
1718,1718,"['', 'S Cartey']","""very disappointing experience """,4,United Kingdom,29th May 2017,,Economy Class,Madeira to Gatwick,May 2017,Couple Leisure,3.0,2.0,3.0,2,no,1.0,,
1719,1719,"['', '3 reviews', '', '', '', 'E Hakyano']","""felt like budget airline""",6,Indonesia,28th May 2017,,Economy Class,Edinburgh to Gatwick,April 2017,Business,3.0,2.0,3.0,3,no,,,
1720,1720,"['', 'T Lameera']","""abandoned us at Rome airport""",1,United States,27th May 2017,,Economy Class,Rome to London,May 2017,Family Leisure,1.0,1.0,1.0,1,no,,,
1721,1721,"['', 'M Sissel']","""little to no service""",8,Ireland,24th May 2017,Boeing 787-9,Economy Class,Kuala Lumpur to London,May 2017,Solo Leisure,4.0,1.0,5.0,4,yes,1.0,5.0,
1722,1722,"['', 'J Sissel']","""The crew were amazing""",9,Ireland,24th May 2017,Boeing 787,Economy Class,London to Kuala Lumpur,May 2017,Solo Leisure,4.0,5.0,5.0,5,yes,5.0,5.0,
1723,1723,"['', 'S Roper']","""overall truly awful experience""",1,United Kingdom,23rd May 2017,Boeing 747-400,Business Class,London Heathrow to Miami,May 2017,Business,2.0,4.0,1.0,1,no,1.0,1.0,
1724,1724,"['', 'D Kramer']","""attendents cordial and professional""",6,Russian Federation,22nd May 2017,A321 / Boeing 777,Economy Class,Moscow to Houston via London,May 2017,Solo Leisure,3.0,3.0,3.0,4,yes,3.0,3.0,
1725,1725,"['', '4 reviews', '', '', '', 'A Dasish']","""BA have hit rock bottom""",4,United Kingdom,22nd May 2017,A319,Economy Class,London to Brussels,April 2017,Business,3.0,4.0,4.0,2,no,,1.0,1.0
1726,1726,"['', 'Andrew Henderson']","""it's basically a con""",1,United Kingdom,20th May 2017,,Economy Class,London Heathrow to Las Vegas,April 2017,Solo Leisure,1.0,1.0,3.0,1,no,3.0,3.0,
1727,1727,"['', 'R Stratton']","""a positive experience""",8,United Kingdom,19th May 2017,Boeing 747,Economy Class,London to San Francisco,May 2017,Couple Leisure,4.0,5.0,4.0,4,yes,5.0,4.0,
1728,1728,"['', ""Mike O'Connor""]","""total lack of customer service""",1,United Kingdom,17th May 2017,,Economy Class,London to Reykjavik,December 2016,Family Leisure,,,1.0,1,no,,,
1729,1729,"['', 'Dirk Verzijl']","""expected service onboard""",9,Netherlands,17th May 2017,A321 / Boeing 777-300,Economy Class,Amsterdam to Tokyo via London,April 2017,Couple Leisure,4.0,5.0,3.0,4,yes,4.0,4.0,
1730,1730,"['', 'Ian Robinson']","""Overall very disappointing""",3,United Kingdom,16th May 2017,Boeing 777-200,Business Class,Antigua to Gatwick,May 2017,Couple Leisure,3.0,2.0,4.0,3,no,2.0,2.0,
1731,1731,"['', '1 reviews', '', '', '', 'P Tanner']","""could not be less interested""",2,United Kingdom,15th May 2017,,Economy Class,London to Amsterdam,May 2017,Business,4.0,4.0,1.0,3,no,4.0,,
1732,1732,"['', 'P Andrews']","""the crew were fantastic""",10,United Kingdom,15th May 2017,Boeing 777-200,Economy Class,Orlando to Gatwick,May 2017,Family Leisure,5.0,5.0,5.0,5,yes,5.0,3.0,
1733,1733,"['', 'Glen George']","""this relic of an airline""",1,United Kingdom,14th May 2017,,Economy Class,London to Hong Kong,April 2017,Business,,,1.0,1,no,,,
1734,1734,"['', 'J Frewen-Lord']","""Overall a good experience""",8,United Kingdom,14th May 2017,Boeing 777,Premium Economy,London to Toronto,May 2017,Solo Leisure,4.0,5.0,4.0,4,yes,4.0,,
1735,1735,"['', '9 reviews', '', '', '', 'M Darssen']","""I have given up on avios""",6,Mexico,13th May 2017,,Business Class,Mexico City to Copenhagen via London,May 2017,Business,3.0,2.0,4.0,5,yes,2.0,1.0,
1736,1736,"['', '10 reviews', '', '', '', 'Ivan Oscar Sterza']","""not improving where they should""",6,Italy,13th May 2017,Boeing 787,Business Class,London to Santiago de Chile,May 2017,Business,3.0,4.0,3.0,3,no,2.0,4.0,
1737,1737,"['', 'E Barmiden']","""getting a refund is a nightmare""",3,United Kingdom,13th May 2017,A320,Economy Class,Gatwick to Amsterdam,February 2017,Business,3.0,5.0,1.0,2,no,3.0,,
1738,1738,"['', 'D Norden']","""How far BA has sunk!""",3,United Kingdom,12th May 2017,Boeing 767,Economy Class,London Heathrow to Nice,April 2017,Couple Leisure,1.0,2.0,4.0,1,no,1.0,,
1739,1739,"['', 'B Perton']","""I was very disappointed""",3,United States,12th May 2017,,Economy Class,Athens to London,May 2017,Solo Leisure,3.0,3.0,3.0,2,no,1.0,2.0,
1740,1740,"['', 'Andrew McKee']","""BA has lost two loyal customers""",1,United Kingdom,11th May 2017,Boeing 747-400,Economy Class,London to Cape Town,April 2017,Couple Leisure,1.0,1.0,4.0,1,no,1.0,3.0,
1741,1741,"['', '47 reviews', '', '', '', 'Colin Pay']","""Good value if a free upgrade""",9,United Kingdom,11th May 2017,A320,Business Class,LHR to TXL,May 2017,Couple Leisure,4.0,5.0,5.0,5,yes,5.0,,
1742,1742,"['', 'A Lavinassou']","""not the BA that people once knew""",1,United Kingdom,10th May 2017,Boeing 777,Premium Economy,Rio de Janeiro to London,May 2017,Couple Leisure,1.0,1.0,1.0,1,no,1.0,1.0,
1743,1743,"['', 'C Lennard']","""staff could not have cared less""",1,United Kingdom,9th May 2017,A320,Economy Class,London to Edinburgh,May 2017,Business,2.0,1.0,1.0,1,no,,,
1744,1744,"['', 'N Pallan']","""service is consistently unacceptable""",1,Canada,9th May 2017,,Economy Class,New York JFK to London,May 2017,Couple Leisure,1.0,1.0,1.0,1,no,1.0,,
1745,1745,"['', 'Ian Robinson']","""the flight was enjoyable""",7,United Kingdom,9th May 2017,Boeing 777-300,Business Class,Gatwick to Antigua,April 2017,Couple Leisure,4.0,4.0,4.0,4,yes,3.0,1.0,
1746,1746,"['', 'Matt Tyler']","""a very cheap offer to upgrade""",7,United Kingdom,8th May 2017,A320,Business Class,Berlin Tegel to London,May 2017,Business,3.0,5.0,4.0,4,yes,3.0,2.0,1.0
1747,1747,"['', 'R Vines']","""my first choice out of City""",7,United Kingdom,6th May 2017,Embraer,Economy Class,London City to Bergerac,May 2017,Solo Leisure,3.0,4.0,3.0,4,no,3.0,,
1748,1748,"['', 'R Jackson']","""Staff are polite and friendly""",10,United Kingdom,5th May 2017,,Economy Class,"Manchester, UK to Billund, Denmark",May 2017,Business,5.0,5.0,5.0,5,yes,5.0,3.0,
1749,1749,"['', 'A Wiggins']","""a surly disapproving stewardess""",1,United Kingdom,5th May 2017,Boeing 777 200/300,Premium Economy,London Heathrow to Bangkok,April 2017,Business,2.0,1.0,3.0,2,no,1.0,2.0,
1750,1750,"['', 'Olive Perrins']","""game over for me""",2,United Kingdom,5th May 2017,,Business Class,Funchal to Edinburgh via Heathrow,April 2017,Business,2.0,1.0,1.0,3,no,1.0,,
1751,1751,"['', 'C Kay']","""cost cutting affects all cabins""",8,United Kingdom,4th May 2017,A380 and Boeing 747,First Class,London Heathrow to Miami,April 2017,Couple Leisure,4.0,5.0,5.0,5,no,3.0,4.0,
1752,1752,"['', '17 reviews', '', '', '', 'Calum Astin']","""downgraded their economy service""",7,United Kingdom,4th May 2017,A380,Economy Class,Singapore to London Heathrow,May 2017,Business,3.0,4.0,5.0,4,yes,3.0,4.0,
1753,1753,"['', 'W Anderson']","""So low cost. So over them""",2,United Kingdom,4th May 2017,A320,Economy Class,Nice to London Heathrow,March 2017,Solo Leisure,1.0,1.0,1.0,1,no,1.0,,
1754,1754,"['', 'Paul Witten']","""An absolute disgrace""",1,United Kingdom,4th May 2017,,Economy Class,London to Male,March 2017,Family Leisure,1.0,2.0,1.0,1,no,,,
1755,1755,"['', 'Alastair Salmon']","""Rude and aggressive customer service""",2,United Kingdom,3rd May 2017,,Economy Class,Rome to London Heathrow,May 2017,Solo Leisure,1.0,1.0,1.0,1,no,,,
1756,1756,"['', '9 reviews', '', '', '', 'J Pang']","""is simply a budget airline""",1,United Kingdom,3rd May 2017,A320,Economy Class,Keflavik to London ,April 2017,Family Leisure,1.0,1.0,1.0,1,no,,1.0,
1757,1757,"['', 'Andrew Macleod']","""a poor service all round """,2,United Kingdom,3rd May 2017,Boeing 747-400,Premium Economy,Glasgow to Chicago via Heathrow,April 2017,Couple Leisure,1.0,3.0,3.0,1,no,2.0,1.0,
